module;constant;value_expression;category;provenance;confidence;justification;source;line
Dyno.js;COASTDOWN_MIN_RPM;1100;Garde / banc;Borne du banc;Haute (comme choix);Limite ou protection du modèle de banc. Commentaire code : Sous ce régime, le frein automatique disparaît progressivement pour ne pas lutter contre la régulation de ralenti et ne pas provoquer un calage absurde.;Choix projet;206
Dyno.js;COASTDOWN_FULL_RPM;5000;Calibration banc;Paramètre de banc/chaîne cinématique;Moyenne;Valeur de travail pour obtenir un banc inertiel/freiné crédible, non revendiquée constructeur.;Calibration projet;207
Dyno.js;COASTDOWN_MIN_CRANK_TORQUE;35;Calibration banc;Frein automatique minimal au retour;Moyenne;"Couple additionnel du banc pendant le coastdown ; explicitement externe au moteur. Commentaire code : Pour un retour encore plus rapide, augmente COASTDOWN_MAX_CRANK_TORQUE vers 130 à 150 N.m. Pour un comportement plus doux, réduis-le vers 70 à 90 N.m.";Calibration banc projet;215
Dyno.js;COASTDOWN_MAX_CRANK_TORQUE;105;Calibration banc;Frein automatique maximal au retour;Moyenne;"Couple additionnel du banc pendant le coastdown ; explicitement externe au moteur.";Calibration banc projet;216
Dyno.js;ROAD_LOAD_VEHICLE_MASS;1390;Public / calibration véhicule;Masse de travail 1 390 kg;Moyenne à haute;"Masse utilisée uniquement lorsque la charge routière virtuelle est activée ; correspond à une variante ST205 officielle de 1997. Commentaire code : Le banc inertiel pur ne doit pas recevoir automatiquement ces pertes. Elles peuvent être activées avec state.dynoRoadLoadEnabled pour simuler un essai de roulage plutôt qu'un tir de puissance classique.";Toyota ST205 1997, fiche officielle;225
Dyno.js;ROLLING_RESISTANCE_COEFFICIENT;0.015;Estimation / calibration véhicule;Coefficient de roulement 0,015;Moyenne;Valeur générique de pneumatique/route, non mesurée sur la ST205 du projet.;Hypothèse routière générique;226
Dyno.js;GRAVITY;9.81;Constante physique générique;Accélération gravitationnelle 9,81 m/s²;Haute;Constante physique arrondie utilisée dans la charge de roulement.;Valeur physique standard;227
Dyno.js;AIR_DENSITY;1.225;Condition de référence;Densité d’air 1,225 kg/m³;Moyenne à haute;Valeur atmosphérique standard approximative pour la traînée virtuelle.;Condition ambiante générique;228
Dyno.js;DRAG_AREA;0.60;Estimation / calibration véhicule;CdA équivalent 0,60 m²;Faible à moyenne;"Produit coefficient de traînée × surface frontale choisi pour la charge routière optionnelle ; non mesuré dans le projet.";Estimation/calibration projet;229
CrankAngleIntegrator.js;BASE_CRANK_ANGLE_STEP_DEG;0.50;Méthode numérique;Choix de résolution;Haute (comme choix numérique);"Pas nominal général du solveur ; sa pertinence est vérifiée par convergence. Commentaire code : À 6000 tr/min, 0.5° correspond à environ 13.9 microsecondes.";Protocole numérique projet;41
CrankAngleIntegrator.js;COMBUSTION_CRANK_ANGLE_STEP_DEG;0.35;Méthode numérique;Choix de résolution;Haute (comme choix numérique);Pas raffiné dans la combustion. Commentaire code : La combustion est la partie la plus raide du cycle. Un pas de 0.35° donne environ 9.7 microsecondes à 6000 tr/min, soit pratiquement la résolution de référence dt = 0.00001 s évoquée pendant les essais de convergence.;Protocole numérique projet;46
CrankAngleIntegrator.js;EVENT_CRANK_ANGLE_STEP_DEG;0.20;Méthode numérique;Choix de résolution;Haute (comme choix numérique);Pas raffiné autour des événements de soupapes/combustion. Commentaire code : Autour d'un front d'ouverture/fermeture, le solveur raffine localement le pas afin que la levée et le débit partent de zéro de manière progressive.;Protocole numérique projet;50
CrankAngleIntegrator.js;EVENT_REFINEMENT_HALF_WIDTH_DEG;1.0;Méthode numérique;Résolution ou événement solveur;Haute (comme choix numérique);Paramètre numérique vérifié par tests de convergence et d’événements. Commentaire code : Largeur de la zone raffinée de part et d'autre d'un événement angulaire.;Protocole numérique projet;53
CrankAngleIntegrator.js;MAX_INTERNAL_TIME_STEP;0.0001;Méthode numérique;Limite temporelle 0,1 ms;Haute (comme choix numérique);Borne le pas interne indépendamment du régime. Commentaire code : Durée maximale d'un sous-pas, même lorsque le moteur tourne lentement. Elle préserve le comportement du démarreur, du turbo et des régulateurs au niveau de stabilité déjà validé avec l'ancien dt de 0.1 ms.;Protocole numérique projet;58
CrankAngleIntegrator.js;MIN_INTERNAL_TIME_STEP;1e-9;Garde numérique;Borne de sûreté numérique;Haute (comme garde);"Évite états non physiques ou instabilités numériques ; ne doit pas être interprétée comme mesure réelle. Commentaire code : Durée minimale uniquement destinée à éviter une boucle bloquée par les erreurs d'arrondi lorsque le solveur atterrit exactement sur un événement.";Choix numérique projet;62
CrankAngleIntegrator.js;FULL_ENGINE_CYCLE_DEG;720;Méthode numérique;Résolution ou événement solveur;Haute (comme choix numérique);Paramètre numérique vérifié par tests de convergence et d’événements. Commentaire code : La durée de combustion n'est volontairement PAS dupliquée ici. Le solveur utilise exactement la même loi dépendante du régime que Thermodynamics.js afin que l'événement de fin de combustion soit identique à celui utilisé par la loi de Wiebe.;Protocole numérique projet;69
CrankAngleIntegrator.js;TWO_PI;2 * Math.PI;Dérivée;Calculée à partir d’autres paramètres;Haute si les entrées sont correctes;Cette constante est une conséquence algébrique d’autres valeurs du modèle.;Dérivation code;70
CrankAngleIntegrator.js;FOUR_PI;4 * Math.PI;Dérivée;Calculée à partir d’autres paramètres;Haute si les entrées sont correctes;Cette constante est une conséquence algébrique d’autres valeurs du modèle.;Dérivation code;71
CrankAngleIntegrator.js;EVENT_DISTANCE_EPSILON_DEG;1e-7;Garde numérique;Borne de sûreté numérique;Haute (comme garde);"Évite états non physiques ou instabilités numériques ; ne doit pas être interprétée comme mesure réelle.";Choix numérique projet;72
CrankAngleIntegrator.js;MINIMUM_RESOLUTION_SCALE;0.25;Garde numérique;Borne de sûreté numérique;Haute (comme garde);"Évite états non physiques ou instabilités numériques ; ne doit pas être interprétée comme mesure réelle. Commentaire code : Facteur de résolution optionnel défini par Engine.setAngleResolution(). 1 correspond au solveur nominal : 0,50° / 0,35° / 0,20°. Le protocole de convergence utilise notamment 2,0 ; 1,0 ; 0,5 pour comparer des pas généraux de 1,00° ; 0,50° ; 0,25°.";Choix numérique projet;78
CrankAngleIntegrator.js;MAXIMUM_RESOLUTION_SCALE;4.0;Garde numérique;Borne de sûreté numérique;Haute (comme garde);"Évite états non physiques ou instabilités numériques ; ne doit pas être interprétée comme mesure réelle.";Choix numérique projet;79
ConservationDiagnostics.js;CYLINDER_COUNT;4;Architecture;Taille du système diagnostiqué;Haute;Doit rester cohérent avec l’architecture moteur actuelle.;Architecture projet;16
ConservationDiagnostics.js;EXHAUST_SCROLL_COUNT;2;Architecture;Taille du système diagnostiqué;Haute;Doit rester cohérent avec l’architecture moteur actuelle.;Architecture projet;17
ConservationDiagnostics.js;MIN_MASS_REFERENCE;1e-12;Garde numérique;Référence minimale de normalisation;Haute (comme garde);Évite les divisions par des références quasi nulles dans les diagnostics.;Diagnostic numérique projet;19
ConservationDiagnostics.js;MIN_ENERGY_REFERENCE;1e-6;Garde numérique;Référence minimale de normalisation;Haute (comme garde);Évite les divisions par des références quasi nulles dans les diagnostics.;Diagnostic numérique projet;20
Engine.js;MAXIMUM_INTERNAL_SUBSTEPS_PER_UPDATE;50000;Garde numérique;Sécurité de boucle solveur;Haute (comme garde);Empêche un appel externe pathologique de créer une boucle interne excessive. Commentaire code : Sécurité contre un appel accidentel avec un intervalle gigantesque. À 7000 tr/min et avec les raffinements actuels, 50 000 sous-pas couvrent bien plus de 0.1 seconde simulée, soit déjà plusieurs tours moteur complets.;Choix numérique projet;49
Engine.js;REMAINING_TIME_EPSILON;1e-12;Garde numérique;Sécurité de boucle solveur;Haute (comme garde);Empêche un appel externe pathologique de créer une boucle interne excessive.;Choix numérique projet;50
CycleRecorder.js;FULL_CYCLE_DEG;720;Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;34
CycleRecorder.js;FOUR_PI;4 * Math.PI;Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;35
CycleRecorder.js;RAD_TO_DEG;180 / Math.PI;Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;36
CycleRecorder.js;DEG_TO_RAD;Math.PI / 180;Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;37
CycleRecorder.js;DEFAULT_HISTORY_CYCLES;4;Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;38
CycleRecorder.js;DEFAULT_MAXIMUM_SAMPLES_PER_CYCLE;1000;Garde numérique;Protection de l’enregistrement;Haute (comme garde);"Borne de sûreté/instrumentation ; ne représente pas un paramètre moteur.";Instrumentation projet;39
CycleRecorder.js;DEFAULT_MINIMUM_RECORDING_RPM;100;Garde numérique;Protection de l’enregistrement;Haute (comme garde);"Borne de sûreté/instrumentation ; ne représente pas un paramètre moteur.";Instrumentation projet;40
CycleRecorder.js;DEFAULT_ANGULAR_SAMPLE_STEP_DEG;1;Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;41
CycleRecorder.js;DEFAULT_CAPTURE_INTERVAL_SECONDS;0.25;Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;42
CycleRecorder.js;WRAP_DETECTION_THRESHOLD_DEG;360;Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;43
CycleRecorder.js;NUMERIC_EPSILON;1e-12;Garde numérique;Protection de l’enregistrement;Haute (comme garde);"Borne de sûreté/instrumentation ; ne représente pas un paramètre moteur.";Instrumentation projet;44
TelemetryRecorder.js;DEFAULT_TELEMETRY_RATE_HZ;60;Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;14
TelemetryRecorder.js;DEFAULT_TELEMETRY_HISTORY_SECONDS;120;Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;15
TelemetryRecorder.js;AGGREGATION_MODES;"Object.freeze({ AVERAGE: ""average"", LAST: ""last"", MINIMUM: ""minimum"", MAXIMUM: ""maximum"", RMS: ""rms"", INTEGRAL: ""integral"" })";Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;17
TelemetryRecorder.js;DEFAULT_TELEMETRY_CHANNELS;"Object.freeze([ createChannel(""rpm"", state => state.rpm), createChannel(""crankAngleDeg"", state => radiansToDegrees(state.crankAngle), AGGREGATION_MODES.LAST), createChannel(""thr…";Instrumentation;Configuration d’acquisition;Haute (comme choix logiciel);Cadence/historique de télémétrie ou d’enregistrement.;Instrumentation projet;85
analysis/config.js;HORSEPOWER_WATTS;735.49875;Dérivée / conversion;Définition mathématique ou conversion d’unités;Haute;Constante de conversion, sans calibration physique.;Définition mathématique;4
analysis/config.js;PASCAL_TO_BAR;1e-5;Dérivée / conversion;Définition mathématique ou conversion d’unités;Haute;Constante de conversion, sans calibration physique.;Définition mathématique;5
analysis/config.js;M3_TO_CM3;1e6;Dérivée / conversion;Définition mathématique ou conversion d’unités;Haute;Constante de conversion, sans calibration physique.;Définition mathématique;6
analysis/config.js;FULL_CYCLE_DEG;720;Dérivée / conversion;Définition mathématique ou conversion d’unités;Haute;Constante de conversion, sans calibration physique.;Définition mathématique;7
analysis/config.js;CYLINDER_COUNT;CYLINDER_OFFSETS.length;Dérivée;Calculée depuis la géométrie du moteur;Haute;Valeur calculée automatiquement à partir des paramètres géométriques.;Dérivation code;8
analysis/config.js;SESSION_STORAGE_KEY;"""3sgte.analysisSnapshot.v1""";Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;9
analysis/config.js;SAVED_SESSIONS_KEY;"""3sgte.savedAnalysisSessions.v2""";Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;10
analysis/config.js;MAX_SAVED_SESSIONS;8;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;11
analysis/config.js;MAX_DYNO_RPM;7000;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;12
analysis/config.js;TELEMETRY_DISPLAY_SECONDS;30;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;13
analysis/config.js;MAX_TELEMETRY_POINTS;600;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;14
analysis/config.js;MINIMUM_LOG_VALUE;1e-12;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;15
analysis/config.js;PV_MIN_VOLUME_CM3;getCylinderVolume(0) * M3_TO_CM3;Dérivée;Calculée depuis la géométrie du moteur;Haute;Valeur calculée automatiquement à partir des paramètres géométriques.;Dérivation code;16
analysis/config.js;PV_MAX_VOLUME_CM3;getCylinderVolume(Math.PI) * M3_TO_CM3;Dérivée;Calculée depuis la géométrie du moteur;Haute;Valeur calculée automatiquement à partir des paramètres géométriques.;Dérivation code;17
analysis/config.js;DEG_TO_RAD;Math.PI / 180;Dérivée / conversion;Définition mathématique ou conversion d’unités;Haute;Constante de conversion, sans calibration physique.;Définition mathématique;18
analysis/config.js;PHYSICS_CHUNK_SECONDS;0.004;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;20
analysis/config.js;MAX_PHYSICS_CHUNKS_PER_FRAME;8;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;21
analysis/config.js;MAX_PHYSICS_BUDGET_MS;8.5;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;22
analysis/config.js;MAX_ACCUMULATED_TIME;0.05;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;23
analysis/config.js;CHART_REFRESH_INTERVAL_MS;250;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;24
analysis/config.js;HEADER_REFRESH_INTERVAL_MS;150;Infrastructure analyse;Choix d’interface, stockage ou cadence;Haute (comme choix logiciel);Paramètre de l’outil d’analyse, pas une donnée moteur.;Logiciel projet;25
analysis/config.js;REFERENCE_PROTOCOL;Object.freeze({ physicsCallStepSeconds: 0.004, browserYieldBudgetMs: 12, maximumStartSeconds: 8, idleStabilizationSeconds: 1.0, throttleRampSeconds: 1.25, maximumSweepSeconds: 3…;Protocole de validation;Choix explicite du protocole de test;Haute (comme protocole);Définit les scénarios et tolérances de vérification, pas la physique du 3S-GTE.;Protocole projet;27
analysis/config.js;MULTI_POINT_PROTOCOL;Object.freeze({ stabilityWindowCycles: 4, capturedCyclesPerPoint: 4, minimumSettlingSeconds: 2.5, slowStabilityWindowSeconds: 1.5, maximumPointSeconds: 16, stabilityCvPercentPas…;Protocole de validation;Choix explicite du protocole de test;Haute (comme protocole);Définit les scénarios et tolérances de vérification, pas la physique du 3S-GTE.;Protocole projet;42
analysis/config.js;TRANSIENT_PROTOCOL;"Object.freeze({ spoolPointId: ""full-3500"", liftOffPointId: ""full-4000"", wastegatePointId: ""full-5500"", revLimiterPointId: ""full-6500"", liftOffSeconds: 2.0, reapplicationSeconds:…";Protocole de validation;Choix explicite du protocole de test;Haute (comme protocole);Définit les scénarios et tolérances de vérification, pas la physique du 3S-GTE.;Protocole projet;129
analysis/config.js;ANALYSIS_CHANNELS;"Object.freeze([ ...DEFAULT_TELEMETRY_CHANNELS, Object.freeze({ key: ""cumulativeAbsoluteMassResidual"", aggregation: ""last"", select: state => state.cumulativeAbsoluteMassResidual …";Instrumentation;Configuration de télémétrie;Haute;Définit ce qui est enregistré/affiché, sans modifier les équations physiques.;Instrumentation projet;189
analysis/config.js;TRANSIENT_TELEMETRY_KEYS;"new Set([ ""rpm"", ""throttle"", ""torque"", ""netCrankshaftTorque"", ""boost"", ""chargeAirPressure"", ""turboRPM"", ""turboAngularAcceleration"", ""wastegatePosition"", ""wastegateMassFlow"", ""ef…";Instrumentation;Configuration de télémétrie;Haute;Définit ce qui est enregistré/affiché, sans modifier les équations physiques.;Instrumentation projet;203
analysis/config.js;TRANSIENT_TELEMETRY_CHANNELS;Object.freeze( ANALYSIS_CHANNELS.filter(channel => TRANSIENT_TELEMETRY_KEYS.has(channel.key) ) );Instrumentation;Configuration de télémétrie;Haute;Définit ce qui est enregistré/affiché, sans modifier les équations physiques.;Instrumentation projet;224
